"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2018","02810000","Springfield","02810068","Glickman Elementary","School","333","0","38","63","59","48","67","58","0","0","0","0","0","0","0","0","0.3%","2.7%","21%","56.2%","3.3%","0%","16.5%","49.2%","50.8%",,"58","17.4%","78","23.4%","288","86.5%",,,"263","79%","113","33.9%"
"2018","02810000","Springfield","02810510","High School Of Commerce","School","1,079","0","0","0","0","0","0","0","0","0","0","356","242","223","257","1","0%","1.7%","19%","68.8%","1.3%","0.1%","9.2%","47.4%","52.6%",,"294","27.2%","423","39.2%","913","84.6%",,,"843","78.1%","248","23%"
"2018","02810000","Springfield","02810050","Hiram L Dorman","School","307","0","39","39","55","56","75","43","0","0","0","0","0","0","0","0","0%","1%","25.7%","61.9%","1%","0%","10.4%","49.8%","50.2%",,"46","15%","72","23.5%","259","84.4%",,,"250","81.4%","63","20.5%"
"2018","02810000","Springfield","02810085","Homer Street","School","444","0","64","72","69","74","91","74","0","0","0","0","0","0","0","0","0%","1.4%","26.8%","62.6%","1.6%","0%","7.7%","47.1%","52.9%",,"82","18.5%","120","27%","401","90.3%",,,"384","86.5%","66","14.9%"
"2018","02810000","Springfield","02810366","Impact Prep at Chestnut","School","229","0","0","0","0","0","0","0","109","120","0","0","0","0","0","0","0%","0%","15.3%","80.8%","0.4%","0%","3.5%","52%","48%",,"56","24.5%","91","39.7%","215","93.9%",,,"208","90.8%","52","22.7%"
"2018","02810000","Springfield","02810100","Indian Orchard Elementary","School","638","83","74","84","103","103","84","107","0","0","0","0","0","0","0","0","0.2%","1.7%","17.4%","64.6%","2.5%","0%","13.6%","47%","53%",,"69","10.8%","112","17.6%","551","86.4%",,,"520","81.5%","137","21.5%"
"2018","02810000","Springfield","02810328","John F Kennedy Middle","School","450","0","0","0","0","0","0","0","156","157","137","0","0","0","0","0","0.2%","1.1%","21.1%","65.6%","1.8%","0%","10.2%","43.6%","56.4%",,"59","13.1%","109","24.2%","400","88.9%",,,"379","84.2%","99","22%"
"2018","02810000","Springfield","02810320","John J Duggan Middle","School","766","0","0","0","0","0","0","0","198","188","171","82","53","34","40","0","0.3%","2%","28.3%","55%","1.3%","0%","13.2%","43.7%","56.3%",,"85","11.1%","177","23.1%","618","80.7%",,,"564","73.6%","194","25.3%"
"2018","02810000","Springfield","02810110","Kensington International School","School","310","0","46","56","54","48","56","50","0","0","0","0","0","0","0","0","0%","3.2%","19.4%","70.6%","2.3%","0%","4.5%","51.6%","48.4%",,"77","24.8%","100","32.3%","281","90.6%",,,"268","86.5%","44","14.2%"
"2018","02810000","Springfield","02810115","Liberty","School","283","0","44","49","40","48","55","47","0","0","0","0","0","0","0","0","0%","1.1%","9.5%","75.6%","0.7%","0%","13.1%","50.2%","49.8%",,"68","24%","91","32.2%","240","84.8%",,,"224","79.2%","39","13.8%"
"2018","02810000","Springfield","02810560","Liberty Preparatory Academy","School","12","0","0","0","0","0","0","0","0","0","0","2","6","4","0","0","0%","8.3%","8.3%","8.3%","16.7%","0%","58.3%","16.7%","83.3%",,"1","8.3%","2","16.7%","11","91.7%",,,"10","83.3%","1","8.3%"
"2018","02810000","Springfield","02810120","Lincoln","School","404","0","69","68","64","66","75","62","0","0","0","0","0","0","0","0","0.2%","0.5%","9.4%","85.6%","1%","0%","3.2%","43.8%","56.2%",,"116","28.7%","163","40.3%","379","93.8%",,,"366","90.6%","52","12.9%"
"2018","02810000","Springfield","02810330","M Marcus Kiley Middle","School","659","0","0","0","0","0","0","0","214","215","230","0","0","0","0","0","0.2%","2.4%","22.2%","63.4%","0.6%","0.2%","11.1%","44.3%","55.7%",,"85","12.9%","169","25.6%","557","84.5%",,,"531","80.6%","143","21.7%"
"2018","02810000","Springfield","02810060","Margaret C Ells","School","240","157","52","31","0","0","0","0","0","0","0","0","0","0","0","0","0.4%","1.7%","23.3%","62.5%","2.1%","0%","10%","37.9%","62.1%",,"13","5.4%","27","11.3%","199","82.9%",,,"183","76.3%","122","50.8%"
"2018","02810000","Springfield","02810125","Mary A. Dryden Veterans Memorial School","School","371","56","42","51","54","62","54","52","0","0","0","0","0","0","0","0","0%","7%","13.5%","52.8%","3.2%","0.3%","23.2%","50.4%","49.6%",,"31","8.4%","69","18.6%","260","70.1%",,,"233","62.8%","60","16.2%"
"2018","02810000","Springfield","02810140","Mary M Lynch","School","266","0","54","46","43","50","42","31","0","0","0","0","0","0","0","0","0%","1.5%","20.3%","65.4%","1.9%","0%","10.9%","53.8%","46.2%",,"15","5.6%","38","14.3%","232","87.2%",,,"226","85%","34","12.8%"
"2018","02810000","Springfield","02810155","Mary M Walsh","School","295","0","34","43","59","52","56","51","0","0","0","0","0","0","0","0","0.3%","0.3%","15.9%","69.8%","1.7%","0%","11.9%","45.8%","54.2%",,"87","29.5%","126","42.7%","257","87.1%",,,"240","81.4%","56","19%"
"2018","02810000","Springfield","02810145","Mary O Pottenger","School","425","0","70","59","66","81","89","60","0","0","0","0","0","0","0","0","0.2%","2.4%","12.9%","70.4%","1.6%","0%","12.5%","47.5%","52.5%",,"61","14.4%","85","20%","322","75.8%",,,"300","70.6%","69","16.2%"
"2018","02810000","Springfield","02810023","Milton Bradley School","School","545","51","87","91","88","81","88","59","0","0","0","0","0","0","0","0","0%","0.6%","18.2%","77.8%","1.1%","0%","2.4%","49.2%","50.8%",,"110","20.2%","168","30.8%","513","94.1%",,,"504","92.5%","113","20.7%"
"2018","02810000","Springfield","02810055","Rebecca M Johnson","School","749","142","81","108","97","118","97","106","0","0","0","0","0","0","0","0","0%","0.3%","26.4%","66.1%","2.3%","0%","4.9%","48.5%","51.5%",,"93","12.4%","184","24.6%","686","91.6%",,,"659","88%","193","25.8%"
"2018","02810000","Springfield","02810480","Rise Academy at Van Sickle","School","215","0","0","0","0","0","0","0","90","125","0","0","0","0","0","0","0%","0.9%","16.3%","69.8%","1.9%","0%","11.2%","44.7%","55.3%",,"46","21.4%","75","34.9%","193","89.8%",,,"178","82.8%","40","18.6%"
"2018","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","1,436","0","0","0","0","0","0","0","0","0","0","367","376","341","352","0","0.1%","1.4%","19.7%","66.9%","0.7%","0%","11.3%","54.1%","45.9%",,"151","10.5%","414","28.8%","1,074","74.8%",,,"993","69.2%","220","15.3%"
"2018","02810000","Springfield","02810350","STEM Middle Academy","School","293","0","0","0","0","0","0","0","95","101","97","0","0","0","0","0","0%","3.1%","19.8%","63.5%","0.7%","0%","13%","38.2%","61.8%",,"16","5.5%","69","23.5%","217","74.1%",,,"204","69.6%","40","13.7%"
"2018","02810000","Springfield","02810020","Samuel Bowles","School","338","0","48","53","51","69","52","65","0","0","0","0","0","0","0","0","0%","0.3%","16.3%","69.2%","2.1%","0%","12.1%","50.6%","49.4%",,"41","12.1%","59","17.5%","262","77.5%",,,"249","73.7%","58","17.2%"
"2018","02810000","Springfield","02810355","South End Middle School","School","240","0","0","0","0","0","0","0","93","80","67","0","0","0","0","0","0%","0%","13.3%","82.5%","2.1%","0%","2.1%","48.3%","51.7%",,"54","22.5%","96","40%","226","94.2%",,,"217","90.4%","39","16.3%"
"2018","02810000","Springfield","02810000","Springfield","District","25,604","1,392","1,880","1,993","1,956","2,015","2,121","1,932","1,714","1,744","1,719","2,117","1,842","1,572","1,490","117","0.1%","2.4%","19.6%","65%","1.7%","0%","11.2%","47.6%","52.4%",,"4,007","15.6%","7,010","27.4%","21,367","82.7%",,,"19,739","77.1%","5,664","21.9%"
"2018","02810000","Springfield","02810500","Springfield Central High","School","2,049","0","0","0","0","0","0","0","0","0","0","687","530","428","404","0","0%","6.2%","23.8%","53.5%","1.2%","0.1%","15.1%","46.7%","53.3%",,"289","14.1%","560","27.3%","1,493","72.9%",,,"1,369","66.8%","320","15.6%"
"2018","02810000","Springfield","02810570","Springfield High School","School","211","0","0","0","0","0","0","0","0","0","0","57","59","50","44","1","0%","0%","25.6%","59.2%","1.4%","0%","13.7%","44.5%","55.5%",,"22","10.4%","48","22.7%","182","86.3%",,,"164","77.7%","71","33.6%"
"2018","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","1,304","0","0","0","0","0","0","0","0","0","0","384","378","300","229","13","0.1%","1.8%","17.3%","69.3%","0.9%","0.1%","10.5%","42.3%","57.7%",,"283","21.7%","448","34.4%","1,131","86.7%",,,"1,041","79.8%","300","23%"
"2018","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","73","0","1","10","8","14","20","20","0","0","0","0","0","0","0","0","0%","0%","20.5%","63%","0%","0%","16.4%","15.1%","84.9%",,"10","13.7%","12","16.4%","73","100%",,,"65","89%","67","91.8%"
"2018","02810000","Springfield","02810550","Springfield Public Day High School","School","98","0","0","0","0","0","0","0","0","0","0","30","28","27","11","2","0%","0%","22.4%","60.2%","2%","0%","15.3%","28.6%","71.4%",,"12","12.2%","22","22.4%","98","100%",,,"85","86.7%","98","100%"
"2018","02810000","Springfield","02810345","Springfield Public Day Middle School","School","50","0","0","0","0","0","0","0","18","15","17","0","0","0","0","0","0%","0%","20%","74%","0%","0%","6%","12%","88%",,"4","8%","9","18%","50","100%",,,"47","94%","50","100%"
"2018","02810000","Springfield","02810675","Springfield Vocational Academy","School","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","0%","2.2%","16.3%","68.5%","0%","0%","13%","39.1%","60.9%",,"2","2.2%","32","34.8%","92","100%",,,"81","88%","92","100%"
"2018","02810000","Springfield","02810160","Sumner Avenue","School","589","90","65","86","88","91","95","74","0","0","0","0","0","0","0","0","0.2%","5.9%","19.5%","60.6%","3.4%","0%","10.4%","45.2%","54.8%",,"100","17%","172","29.2%","512","86.9%",,,"457","77.6%","167","28.4%"
"2018","02810000","Springfield","02810205","The Springfield Renaissance School an Expeditionary Learning School","School","694","0","0","0","0","0","0","0","100","109","103","103","102","84","85","8","0%","1.7%","24.6%","49.3%","1.6%","0.1%","22.6%","47.8%","52.2%",,"28","4%","104","15%","404","58.2%",,,"361","52%","111","16%"
"2018","02810000","Springfield","02810015","Thomas M Balliet","School","318","52","33","45","45","46","46","51","0","0","0","0","0","0","0","0","0%","1.3%","24.5%","59.7%","3.1%","0%","11.3%","49.4%","50.6%",,"13","4.1%","34","10.7%","241","75.8%",,,"222","69.8%","61","19.2%"
"2018","02810000","Springfield","02810485","Van Sickle Academy","School","403","0","0","0","0","0","0","0","76","120","207","0","0","0","0","0","0%","1.7%","11.7%","74.2%","1.2%","0%","11.2%","44.7%","55.3%",,"67","16.6%","123","30.5%","334","82.9%",,,"302","74.9%","105","26.1%"
"2018","02810000","Springfield","02810180","Warner","School","290","35","33","39","49","45","47","42","0","0","0","0","0","0","0","0","0.3%","2.1%","22.1%","56.6%","3.4%","0.3%","15.2%","48.6%","51.4%",,"21","7.2%","44","15.2%","230","79.3%",,,"212","73.1%","41","14.1%"
"2018","02810000","Springfield","02810185","Washington","School","417","50","68","48","57","57","72","65","0","0","0","0","0","0","0","0","0%","7.2%","17.3%","60.4%","3.4%","0.2%","11.5%","44.8%","55.2%",,"75","18%","132","31.7%","361","86.6%",,,"323","77.5%","70","16.8%"
"2018","02810000","Springfield","02810190","White Street","School","456","0","80","80","77","70","68","81","0","0","0","0","0","0","0","0","0%","3.7%","20.4%","65.4%","2.2%","0%","8.3%","50.9%","49.1%",,"90","19.7%","146","32%","412","90.4%",,,"394","86.4%","66","14.5%"
"2018","02810000","Springfield","02810045","William N. DeBerry","School","261","0","33","47","42","47","50","42","0","0","0","0","0","0","0","0","0%","0%","20.3%","73.9%","0.4%","0%","5.4%","46.4%","53.6%",,"59","22.6%","83","31.8%","250","95.8%",,,"243","93.1%","73","28%"
"2017","02810000","Springfield","02810095","Alfred G. Zanetti Montessori Magnet School","School","411","76","46","37","41","43","39","40","32","31","26","0","0","0","0","0","0%","0.2%","25.3%","48.4%","4.1%","0%","21.9%","53%","47%",,"7","1.7%","19","4.6%","174","42.3%",,,"163","39.7%","19","4.6%"
"2017","02810000","Springfield","02810175","Alice B Beal Elementary","School","276","0","52","46","49","41","45","43","0","0","0","0","0","0","0","0","0%","9.1%","13.8%","54%","2.9%","0%","20.3%","49.3%","50.7%",,"33","12%","59","21.4%","205","74.3%",,,"189","68.5%","39","14.1%"
"2017","02810000","Springfield","02810165","Arthur T Talmadge","School","270","0","39","49","46","46","38","52","0","0","0","0","0","0","0","0","0.4%","1.9%","30%","48.1%","3.3%","0%","16.3%","47%","53%",,"21","7.8%","35","13%","218","80.7%",,,"208","77%","43","15.9%"
"2017","02810000","Springfield","02810360","Balliet Middle School","School","46","0","0","0","0","0","0","0","7","11","28","0","0","0","0","0","0%","0%","19.6%","73.9%","0%","0%","6.5%","30.4%","69.6%",,"8","17.4%","13","28.3%","44","95.7%",,,"41","89.1%","24","52.2%"
"2017","02810000","Springfield","02810025","Brightwood","School","323","0","46","53","60","57","56","51","0","0","0","0","0","0","0","0","0%","0%","16.4%","82.4%","0%","0%","1.2%","48%","52%",,"86","26.6%","124","38.4%","306","94.7%",,,"296","91.6%","47","14.6%"
"2017","02810000","Springfield","02810365","Chestnut Accelerated Middle School (North)","School","298","0","0","0","0","0","0","0","93","104","101","0","0","0","0","0","0.3%","0.3%","8.7%","88.3%","0%","0%","2.3%","46%","54%",,"88","29.5%","134","45%","281","94.3%",,,"262","87.9%","79","26.5%"
"2017","02810000","Springfield","02810366","Chestnut Accelerated Middle School (South)","School","317","0","0","0","0","0","0","0","111","105","101","0","0","0","0","0","0%","0.3%","12.9%","83.9%","0%","0%","2.8%","50.5%","49.5%",,"84","26.5%","127","40.1%","298","94%",,,"269","84.9%","67","21.1%"
"2017","02810000","Springfield","02810367","Chestnut Accelerated Middle School (Talented and Gifted)","School","285","0","0","0","0","0","0","0","109","104","72","0","0","0","0","0","0.4%","2.8%","21.1%","60.4%","2.1%","0.4%","13%","56.1%","43.9%",,"21","7.4%","71","24.9%","222","77.9%",,,"210","73.7%","62","21.8%"
"2017","02810000","Springfield","02810475","Conservatory of the Arts","School","337","0","0","0","0","0","0","0","57","59","58","57","47","59","0","0","0%","0%","25.8%","61.4%","1.2%","0%","11.6%","76%","24%",,"37","11%","65","19.3%","259","76.9%",,,"231","68.5%","52","15.4%"
"2017","02810000","Springfield","02810035","Daniel B Brunton","School","477","0","81","82","83","82","79","70","0","0","0","0","0","0","0","0","0%","1.5%","20.3%","60.8%","1.7%","0.2%","15.5%","50.7%","49.3%",,"67","14%","103","21.6%","381","79.9%",,,"359","75.3%","73","15.3%"
"2017","02810000","Springfield","02810001","Early Childhood Education Center","School","144","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0%","1.4%","19.4%","65.3%","2.8%","0%","11.1%","36.1%","63.9%",,"0","0%","29","20.1%","129","89.6%",,,"115","79.9%","71","49.3%"
"2017","02810000","Springfield","02810010","Edward P. Boland School","School","788","185","113","82","96","113","99","100","0","0","0","0","0","0","0","0","0.1%","1.3%","10%","78%","1.6%","0%","8.9%","43.7%","56.3%",,"152","19.3%","282","35.8%","698","88.6%",,,"633","80.3%","203","25.8%"
"2017","02810000","Springfield","02810030","Elias Brookings","School","379","48","59","59","47","62","52","52","0","0","0","0","0","0","0","0","0.8%","0.3%","24%","64.9%","1.6%","0%","8.4%","48.3%","51.7%",,"65","17.2%","99","26.1%","335","88.4%",,,"310","81.8%","98","25.9%"
"2017","02810000","Springfield","02810325","Forest Park Middle","School","714","0","0","0","0","0","0","0","231","238","245","0","0","0","0","0","0.1%","7.8%","17.8%","67.8%","1%","0.1%","5.3%","51.1%","48.9%",,"167","23.4%","267","37.4%","629","88.1%",,,"577","80.8%","154","21.6%"
"2017","02810000","Springfield","02810075","Frank H Freedman","School","315","0","50","52","51","65","55","42","0","0","0","0","0","0","0","0","0%","1%","25.1%","55.2%","1.6%","0%","17.1%","44.1%","55.9%",,"34","10.8%","49","15.6%","251","79.7%",,,"230","73%","62","19.7%"
"2017","02810000","Springfield","02810080","Frederick Harris","School","594","46","96","95","96","89","104","68","0","0","0","0","0","0","0","0","0%","3.2%","19.7%","56.9%","3.2%","0%","17%","48.8%","51.2%",,"81","13.6%","143","24.1%","442","74.4%",,,"411","69.2%","105","17.7%"
"2017","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","27","0","0","0","0","0","0","0","0","0","0","4","10","7","6","0","0%","0%","22.2%","48.1%","0%","0%","29.6%","63%","37%",,"0","0%","3","11.1%","15","55.6%",,,"14","51.9%","2","7.4%"
"2017","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","48","0","0","0","0","0","0","0","0","0","0","6","12","11","19","0","0%","0%","20.8%","64.6%","2.1%","0%","12.5%","60.4%","39.6%",,"3","6.3%","7","14.6%","35","72.9%",,,"33","68.8%","3","6.3%"
"2017","02810000","Springfield","02810195","German Gerena Community School","School","731","133","100","100","98","104","102","94","0","0","0","0","0","0","0","0","0%","0.7%","14.5%","80.7%","0.5%","0%","3.6%","50.1%","49.9%",,"165","22.6%","259","35.4%","623","85.2%",,,"582","79.6%","124","17%"
"2017","02810000","Springfield","02810065","Glenwood","School","301","0","38","36","54","63","61","49","0","0","0","0","0","0","0","0","0%","2.3%","14%","66.8%","2.7%","0%","14.3%","46.2%","53.8%",,"36","12%","60","19.9%","233","77.4%",,,"215","71.4%","51","16.9%"
"2017","02810000","Springfield","02810068","Glickman Elementary","School","359","0","63","53","51","66","64","62","0","0","0","0","0","0","0","0","0%","3.6%","22.8%","53.8%","2.2%","0%","17.5%","49.9%","50.1%",,"52","14.5%","78","21.7%","289","80.5%",,,"252","70.2%","108","30.1%"
"2017","02810000","Springfield","02810510","High School Of Commerce","School","1,250","0","0","0","0","0","0","0","0","0","0","373","299","338","218","22","0%","1.5%","19.8%","69.3%","1.1%","0%","8.2%","46.8%","53.2%",,"315","25.2%","470","37.6%","1,065","85.2%",,,"923","73.8%","274","21.9%"
