"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","All Students","93%","11.3","42.3%","26%",,"27.1%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","American Indian or Alaska Native",,,,,,,"Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","American Indian or Alaska Native",,,,,,,"Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Asian",,,,,,,"Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Asian",,,,,,,"Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Black or African American","94.8%","8.6","29.9%","15%",,"17.8%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Black or African American","95.7%","4.2","12.4%","12.4%",,"6.7%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Hispanic or Latino","93.4%","6.3","21.8%","23.2%",,"11.1%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Hispanic or Latino","92.5%","12.1","46.7%","29.2%",,"29.4%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Multi-Race, Not Hispanic or Latino","94.4%","5.1","16.7%","16.7%",,"16.7%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Multi-Race, Not Hispanic or Latino","92.3%","11.6","33.3%","16.7%",,"33.3%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","White","93.9%","10.4","27%","21.6%",,"24.3%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","White","95.2%","4.8","18.9%","18.9%",,"5.4%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","High Needs","93.6%","6.2","21.6%","22.8%",,"10.9%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","High Needs","92.6%","12","45.5%","28.2%",,"29.3%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","English Learners","92.6%","11.5","45.7%","36.4%",,"30.5%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","English Learners","93.3%","6.3","23.8%","27.9%",,"11.6%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Economically Disadvantaged","93.4%","6.4","22%","23.3%",,"11.3%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Economically Disadvantaged","92.4%","12.3","46.4%","28.8%",,"30.2%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Students with Disabilities","92.8%","7.1","26.6%","27.3%",,"12.6%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Students with Disabilities","91.4%","14.2","53%","37.1%",,"37.1%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Female","93.6%","10.5","43.5%","24.3%",,"28.5%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Female","94.6%","5.3","15.8%","16.7%",,"8.2%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810195","German Gerena Community School","School","Male","93.4%","6.4","23.9%","25.2%",,"12%","Springfield - German Gerena Community School"
"2021","End of Year","02810000","Springfield","02810195","German Gerena Community School","School","Male","92.5%","12.1","41%","27.7%",,"25.6%","Springfield - German Gerena Community School"
"2021","March","02810000","Springfield","02810065","Glenwood","School","All Students","95.2%","4.6","14.2%","14.9%",,"8.2%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","All Students","94.6%","8.8","32%","16.2%",,"17.3%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Asian","99.5%","0.8","0%","0%",,"0%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Asian","99.8%","0.2","0%","0%",,"0%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Black or African American","94.2%","8.5","27.8%","22.2%",,"27.8%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Black or African American","95.5%","3.8","17.6%","17.6%",,"11.8%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Hispanic or Latino","94.2%","9.6","35.6%","17.6%",,"18.5%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Hispanic or Latino","95.1%","4.8","15%","15.9%",,"8.4%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Multi-Race, Not Hispanic or Latino","91.8%","12.3","44.4%","22.2%",,"33.3%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Multi-Race, Not Hispanic or Latino","78.9%","17.9","55.6%","55.6%",,"33.3%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","White","98.4%","1.6","0%","0%",,"0%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","White","97.4%","4.4","14.3%","5.7%",,"2.9%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","High Needs","94.2%","9.5","35%","18.1%",,"18.9%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","High Needs","95.2%","4.6","14.8%","15.6%",,"8.8%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","English Learners","95.1%","8","34.7%","14.3%",,"12.2%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","English Learners","95.8%","4","8.2%","8.2%",,"2%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Economically Disadvantaged","95%","4.8","15.6%","16.5%",,"9.3%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Economically Disadvantaged","94%","9.8","36.5%","18.7%",,"19.5%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Students with Disabilities","91.4%","8.3","26.2%","27.9%",,"19.7%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Students with Disabilities","91.1%","14.3","46.8%","33.9%",,"33.9%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Female","95.7%","4.2","12.5%","12.5%",,"8.1%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Female","95.2%","8","32.8%","16.1%",,"16.8%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810065","Glenwood","School","Male","94.1%","9.6","31.3%","16.3%",,"17.7%","Springfield - Glenwood"
"2021","March","02810000","Springfield","02810065","Glenwood","School","Male","94.8%","5.1","15.9%","17.2%",,"8.3%","Springfield - Glenwood"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","All Students","92.1%","13","45.4%","28%",,"42%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","All Students","92.8%","7.1","23.7%","24.7%",,"19.6%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","American Indian or Alaska Native",,,,,,,"Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","American Indian or Alaska Native",,,,,,,"Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Asian","96%","6.4","25%","25%",,"25%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Asian","97.3%","2.6","12.5%","12.5%",,"12.5%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Black or African American","93.2%","6.5","15.7%","19.6%",,"11.8%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Black or African American","93.3%","10.9","32%","20%",,"28%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Hispanic or Latino","92.1%","7.8","27.2%","27.2%",,"22.8%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Hispanic or Latino","91%","14.7","53%","31.4%",,"49.2%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Multi-Race, Not Hispanic or Latino","92.7%","7.1","28.6%","35.7%",,"21.4%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Multi-Race, Not Hispanic or Latino","93.3%","10.8","35.7%","35.7%",,"35.7%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","White","94.3%","9.3","34.3%","20%",,"31.4%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","White","94.7%","5.2","18.2%","18.2%",,"15.2%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","High Needs","92.3%","7.5","25.3%","26.1%",,"21%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","High Needs","91.5%","13.9","48.3%","30%",,"44.9%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","English Learners","91%","14.8","54.7%","45.3%",,"50%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","English Learners","91.3%","8.6","32.3%","32.3%",,"25.8%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Economically Disadvantaged","91.4%","14.1","49.6%","30.7%",,"45.9%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Economically Disadvantaged","92.2%","7.6","25.6%","26.5%",,"21.4%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Students with Disabilities","90.1%","16.4","56.3%","33%",,"53.4%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Students with Disabilities","91%","8.8","28.3%","29.3%",,"23.2%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Female","93%","11.5","41.4%","27.1%",,"37.6%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Female","93.7%","6.3","20%","20.8%",,"16.2%","Springfield - Glickman Elementary"
"2021","End of Year","02810000","Springfield","02810068","Glickman Elementary","School","Male","91.3%","14.3","48.8%","28.8%",,"45.6%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810068","Glickman Elementary","School","Male","92.1%","7.7","26.7%","28%",,"22.4%","Springfield - Glickman Elementary"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","All Students","90.8%","8.9","27.4%","28.1%",,"26.6%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","All Students","90.4%","15.4","41.3%","30.4%",,"38.4%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","American Indian or Alaska Native",,,,,,,"Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","American Indian or Alaska Native",,,,,,,"Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Asian","92.4%","12.7","26.3%","15.8%",,"26.3%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Asian","94.3%","5.7","10.5%","10.5%",,"10.5%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Black or African American","92.7%","11.8","29.2%","21.7%",,"27.5%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Black or African American","93%","6.8","19.7%","19.7%",,"19.7%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Hispanic or Latino","90.1%","9.6","29.8%","30.7%",,"28.7%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Hispanic or Latino","89.8%","16.4","45%","33.3%",,"41.8%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Multi-Race, Not Hispanic or Latino","91.9%","8.1","26.7%","26.7%",,"26.7%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Multi-Race, Not Hispanic or Latino","90.5%","14.9","52.9%","35.3%",,"52.9%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Native Hawaiian or Other Pacific Islander",,,,,,,"Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Native Hawaiian or Other Pacific Islander",,,,,,,"Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","White","90.9%","8.9","28.6%","28.6%",,"28.6%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","White","90.3%","15.4","36.8%","26.4%",,"32.2%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","High Needs","89.8%","16.4","43.4%","32.6%",,"40.8%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","High Needs","90.1%","9.6","29.3%","30.1%",,"28.5%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","English Learners","88.9%","17.4","44.1%","33.6%",,"41.4%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","English Learners","89%","10.4","29.3%","30.1%",,"28.5%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Economically Disadvantaged","89.7%","16.6","43.5%","32.6%",,"40.8%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Economically Disadvantaged","90%","9.6","29.4%","30.1%",,"28.6%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Students with Disabilities","88.5%","11.2","34.8%","35.6%",,"34.1%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Students with Disabilities","88.2%","18.8","48.4%","38.7%",,"44.8%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Female","90.6%","15.2","42%","31.6%",,"39.2%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Female","90.7%","9","28.8%","29.4%",,"27.8%","Springfield - High School Of Commerce"
"2021","End of Year","02810000","Springfield","02810510","High School Of Commerce","School","Male","90.3%","15.6","40.5%","29.3%",,"37.6%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810510","High School Of Commerce","School","Male","90.8%","8.8","26.1%","26.8%",,"25.5%","Springfield - High School Of Commerce"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","All Students","94.2%","5.7","19.2%","19.7%",,"18.8%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","All Students","93.4%","10.9","38.7%","21.4%",,"37.4%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Asian",,,,,,,"Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Asian",,,,,,,"Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Black or African American","94.7%","5.3","11.9%","11.9%",,"9.5%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Black or African American","93.6%","10.7","34.9%","14%",,"30.2%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Hispanic or Latino","93.9%","6","21.3%","21.9%",,"21.3%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Hispanic or Latino","93%","11.5","40.8%","23.6%",,"40.1%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Multi-Race, Not Hispanic or Latino","93.7%","10.1","44.4%","22.2%",,"44.4%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Multi-Race, Not Hispanic or Latino","94.6%","5.3","22.2%","22.2%",,"22.2%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","White","94.5%","5.5","21.4%","21.4%",,"21.4%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","White","93.8%","10.4","37.9%","24.1%",,"37.9%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","High Needs","92.9%","11.7","40.9%","23.3%",,"39.5%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","High Needs","93.8%","6.1","21.8%","22.3%",,"21.3%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","English Learners","91.9%","7.6","39%","41.5%",,"39%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","English Learners","91.5%","13.3","60.5%","34.9%",,"60.5%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Economically Disadvantaged","92.9%","11.8","41.3%","23.5%",,"39.9%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Economically Disadvantaged","93.7%","6.2","22.1%","22.6%",,"21.6%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Students with Disabilities","91.9%","13.8","55.8%","32.7%",,"50%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Students with Disabilities","92.2%","7.8","33.3%","33.3%",,"31.4%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Female","95.2%","4.7","18.6%","18.6%",,"18.6%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Female","94.2%","9.5","34.4%","17.2%",,"34.4%","Springfield - Hiram L Dorman"
"2021","March","02810000","Springfield","02810050","Hiram L Dorman","School","Male","93.3%","6.6","19.8%","20.7%",,"19%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810050","Hiram L Dorman","School","Male","92.6%","12.3","43%","25.6%",,"40.5%","Springfield - Hiram L Dorman"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","All Students","89.7%","17.1","48.3%","34.6%",,"45.3%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","All Students","90.7%","9.1","29%","29.9%",,"24.7%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Black or African American","90.7%","15.1","45.5%","36.4%",,"45.5%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Black or African American","88.2%","11.4","27.3%","27.3%",,"21.2%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Hispanic or Latino","89.4%","17.6","48.9%","34.7%",,"45.8%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Hispanic or Latino","90.9%","8.9","29.4%","30.5%",,"25.7%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","White","95.3%","4.8","25%","25%",,"12.5%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","White","94.3%","9.8","25%","12.5%",,"12.5%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","High Needs","90.4%","9.4","29.7%","30.6%",,"25.6%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","High Needs","89.5%","17.4","49.1%","34.7%",,"45.9%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","English Learners","89.3%","10.4","23.5%","29.4%",,"17.6%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","English Learners","90.1%","15.6","61.1%","33.3%",,"38.9%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Economically Disadvantaged","90.3%","9.6","30.2%","31.2%",,"26%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Economically Disadvantaged","89.4%","17.7","49.5%","35.3%",,"46.3%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Students with Disabilities","86.3%","22.6","55.9%","42.4%",,"52.5%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Students with Disabilities","87.8%","12","32.8%","34.5%",,"29.3%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Female","89.4%","17.4","47.3%","37.3%",,"44.5%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Female","89.6%","10.2","31.5%","33.3%",,"25.9%","Springfield - Impact Prep at Chestnut"
"2021","End of Year","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Male","89.9%","16.8","49.2%","32.3%",,"46%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810366","Impact Prep at Chestnut","School","Male","91.7%","8.2","26.8%","26.8%",,"23.6%","Springfield - Impact Prep at Chestnut"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","All Students","93.9%","5.9","21.2%","22.6%",,"19.1%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","All Students","93%","11.2","40.7%","26%",,"38.7%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","American Indian or Alaska Native",,,,,,,"Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","American Indian or Alaska Native",,,,,,,"Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Asian",,,,,,,"Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Asian",,,,,,,"Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Black or African American","94.7%","5","19.2%","21.2%",,"17.3%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Black or African American","94.4%","9","33.3%","19.6%",,"32.4%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Hispanic or Latino","93.5%","6.3","23%","23.7%",,"20.9%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Hispanic or Latino","92.3%","12.4","46%","28.8%",,"43.4%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Multi-Race, Not Hispanic or Latino","90%","14.9","47.1%","41.2%",,"47.1%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Multi-Race, Not Hispanic or Latino","91.6%","8","37.5%","37.5%",,"31.3%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","White","96%","6.3","20%","14.3%",,"18.6%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","White","96.8%","3","8.7%","13%",,"7.2%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","High Needs","93.6%","6.2","22.2%","23.7%",,"20%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","High Needs","92.7%","11.7","42.6%","27%",,"40.4%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","English Learners","94.3%","9","31.9%","20.9%",,"28.6%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","English Learners","95.3%","4.4","16.3%","19.6%",,"15.2%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Economically Disadvantaged","92.5%","11.9","43.5%","27.8%",,"41.6%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Economically Disadvantaged","93.4%","6.3","22.6%","24.2%",,"20.5%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Students with Disabilities","92.2%","12.5","45.9%","29.6%",,"43.4%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Students with Disabilities","93.2%","6.6","25.7%","25.7%",,"22.4%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Female","93.9%","5.9","20.7%","21.8%",,"19.2%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Female","93.1%","11","40.7%","26.3%",,"39.3%","Springfield - Indian Orchard Elementary"
"2021","End of Year","02810000","Springfield","02810100","Indian Orchard Elementary","School","Male","92.9%","11.4","40.8%","25.7%",,"38.2%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810100","Indian Orchard Elementary","School","Male","93.9%","5.8","21.6%","23.2%",,"19.1%","Springfield - Indian Orchard Elementary"
"2021","March","02810000","Springfield","02810328","John F Kennedy Middle","School","All Students","88.4%","11.3","37.2%","38.1%",,"33.9%","Springfield - John F Kennedy Middle"
"2021","End of Year","02810000","Springfield","02810328","John F Kennedy Middle","School","All Students","86.8%","21.6","61.3%","44%",,"59.2%","Springfield - John F Kennedy Middle"
