"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","All Students","85.7%","20.4","48.5%","37.2%","20.5%","46.9%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","All Students","86.2%","13.6","43.5%","39.2%","19.2%","40.4%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Black or African American","81%","19","58.8%","54.9%","35.3%","54.9%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Black or African American","79.9%","29.1","63%","52.2%","32.6%","58.7%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Hispanic or Latino","87.7%","17.5","43.9%","32.4%","17.3%","43.4%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Hispanic or Latino","87.8%","12.1","38.8%","35.5%","14.8%","36.6%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Multi-Race, Not Hispanic or Latino","68.4%","49","71.4%","71.4%","42.9%","71.4%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Multi-Race, Not Hispanic or Latino","73.6%","26.8","62.5%","62.5%","37.5%","62.5%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","White","90.8%","11.5","46.2%","30.8%","7.7%","38.5%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","White","90.6%","8.8","38.9%","22.2%","11.1%","27.8%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","High Needs","84.9%","21.5","49.3%","39.4%","21.6%","47.4%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","High Needs","85.2%","14.7","46.7%","41.5%","21.8%","43.7%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","English Learners","76.9%","29.4","55.6%","44.4%","33.3%","55.6%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","English Learners","79.1%","18.5","54.8%","51.6%","32.3%","51.6%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Low Income","85.5%","14.4","46.1%","40.2%","21.9%","42.9%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Low Income","84.8%","21.9","49.3%","39.4%","22.2%","47.3%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Students with Disabilities","79.4%","29","55.1%","49.3%","27.5%","52.2%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Students with Disabilities","80.4%","19.5","56.9%","55.6%","31.9%","51.4%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Female","90.1%","14.1","43.8%","30.2%","14.6%","43.8%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Female","89.6%","10.3","42.1%","35.5%","15%","41.1%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810570","Springfield High School","School","Male","83.7%","16","44.4%","41.8%","22.2%","39.9%","Springfield - Springfield High School"
"2025","End of Year","02810000","Springfield","02810570","Springfield High School","School","Male","82.7%","24.6","51.7%","42%","24.5%","49%","Springfield - Springfield High School"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","All Students","88.5%","12.2","42.8%","37%","15.6%","33.9%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","All Students","89.2%","18","58.2%","36.2%","14.8%","49.4%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Asian","90.8%","16.4","64.3%","50%","7.1%","57.1%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Asian","91.6%","9.3","42.9%","35.7%","7.1%","28.6%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Black or African American","90.9%","15.2","48.9%","29.9%","11.3%","39%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Black or African American","90.6%","10.2","34.8%","30.8%","11.3%","23.5%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Hispanic or Latino","88.6%","19.2","62.7%","37.8%","15.8%","54%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Hispanic or Latino","87.7%","13.2","46.5%","39.3%","17.1%","38.2%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Multi-Race, Not Hispanic or Latino","91.5%","13.9","39.5%","31.6%","7.9%","34.2%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Multi-Race, Not Hispanic or Latino","91.8%","8.7","28.6%","31.4%","8.6%","20%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","White","88.9%","16.9","51%","38.5%","18.8%","42.7%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","White","88.6%","11.4","37.8%","35.6%","17.8%","28.9%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","High Needs","88.9%","18.5","60%","37.2%","15.5%","50.6%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","High Needs","88.2%","12.6","43.9%","38.2%","16.1%","34.9%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","English Learners","91.7%","13.6","48%","28.6%","9.7%","37.8%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","English Learners","90.9%","9.5","31.9%","28.2%","11.7%","25.5%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Low Income","88.8%","18.7","60.6%","37.4%","15.5%","51.2%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Low Income","88.1%","12.7","44.6%","38.7%","16.2%","35.5%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Students with Disabilities","86.1%","14.7","51.4%","46%","20%","40.6%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Students with Disabilities","86.6%","22.1","65.9%","47.5%","20.9%","56.3%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Female","88.4%","12.4","43%","37.9%","15.7%","34%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Female","89.1%","18.1","60.5%","35.6%","14.2%","50.8%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Male","88.7%","12","42.6%","36.2%","15.5%","33.8%","Springfield - Springfield High School of Science and Technology"
"2025","End of Year","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","Male","89.4%","17.7","56.1%","36.7%","15.1%","48.2%","Springfield - Springfield High School of Science and Technology"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","All Students","94.3%","5.6","19.6%","8.7%","0%","13%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","All Students","95.1%","8.1","32.6%","13%","0%","28.3%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Black or African American","95.3%","4.8","13%","4.3%","0%","8.7%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Black or African American","96.2%","6.5","21.7%","4.3%","0%","21.7%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Hispanic or Latino","92.6%","11.4","56.3%","31.3%","0%","50%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Hispanic or Latino","91.5%","8.2","40%","20%","0%","26.7%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","White","96.2%","3.5","0%","0%","0%","0%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","White",,,,,,,"Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","High Needs","94.3%","5.6","19.6%","8.7%","0%","13%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","High Needs","95.1%","8.1","32.6%","13%","0%","28.3%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","English Learners","95.1%","8.1","32.6%","13%","0%","28.3%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","English Learners","94.3%","5.6","19.6%","8.7%","0%","13%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Low Income","95.2%","7.9","31.1%","13.3%","0%","26.7%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Low Income","94.4%","5.5","17.8%","8.9%","0%","13.3%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Students with Disabilities",,,,,,,"Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Female","95.7%","7.4","26.1%","8.7%","0%","21.7%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Female","94.9%","5.1","16.7%","4.2%","0%","12.5%","Springfield - Springfield International Academy at Johnson"
"2025","March","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Male","93.6%","6.2","22.7%","13.6%","0%","13.6%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","Male","94.5%","8.7","39.1%","17.4%","0%","34.8%","Springfield - Springfield International Academy at Johnson"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","All Students","93%","10.3","28%","23%","11%","24%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","All Students","91.8%","8.4","24.1%","24.1%","11.5%","19.5%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Asian",,,,,,,"Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Asian",,,,,,,"Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Black or African American","98.3%","2.6","5%","0%","0%","5%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Black or African American","97.7%","2.4","0%","0%","0%","0%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Hispanic or Latino","90.7%","13.7","41%","32.8%","16.4%","36.1%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Hispanic or Latino","88.8%","11.7","37%","33.3%","18.5%","29.6%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","White","95%","7.9","12.5%","6.3%","6.3%","6.3%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","White","96.6%","3.4","7.1%","7.1%","0%","7.1%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","High Needs","93%","10.3","28%","23%","11%","24%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","High Needs","91.8%","8.4","24.1%","24.1%","11.5%","19.5%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","English Learners","93%","10.3","28%","23%","11%","24%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","English Learners","91.8%","8.4","24.1%","24.1%","11.5%","19.5%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Low Income","92.8%","7.6","22.1%","18.2%","9.1%","18.2%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Low Income","93.7%","9.6","26.7%","18.9%","8.9%","23.3%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Female","95.2%","7.5","13.9%","13.9%","8.3%","13.9%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Female","93.8%","6.4","14.7%","17.6%","8.8%","11.8%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Male","90.5%","9.6","30.2%","28.3%","13.2%","24.5%","Springfield - Springfield International Academy at Sci-Tech"
"2025","End of Year","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","Male","91.6%","11.9","35.9%","28.1%","12.5%","29.7%","Springfield - Springfield International Academy at Sci-Tech"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","All Students","86.3%","14.6","54.3%","47.7%","19%","43%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","All Students","87.4%","21.4","67%","46%","17%","55%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Black or African American","89.1%","11.3","40%","30%","10%","35%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Black or African American","90.6%","14.7","55%","40%","15%","40%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Hispanic or Latino","87.5%","21.2","67.8%","45.8%","16.1%","55.7%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Hispanic or Latino","86.5%","14.4","54.9%","48.4%","18.7%","42.9%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","White",,,,,,,"Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","White",,,,,,,"Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","High Needs","86.2%","14.7","54.4%","48%","19.3%","43.2%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","High Needs","87.3%","21.5","67.2%","46.3%","17.2%","55.4%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","English Learners","90%","16.1","57.9%","36.4%","9.1%","43.8%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","English Learners","87.7%","12.5","45.5%","42.1%","14%","32.2%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Low Income","86%","15","56%","49.3%","19.9%","44.3%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Low Income","87.1%","22","69.9%","47.5%","17.7%","57.4%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Students with Disabilities","84.2%","17.4","65.1%","59.3%","23.3%","54.7%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Students with Disabilities","84.1%","27.8","80.7%","55.7%","27.3%","65.9%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Female","88%","20.5","62.7%","40.3%","15.7%","53%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Female","86.9%","14.1","50.4%","44.4%","18%","37.6%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810317","Springfield Legacy Academy","School","Male","85.9%","15","57.5%","50.3%","19.8%","47.3%","Springfield - Springfield Legacy Academy"
"2025","End of Year","02810000","Springfield","02810317","Springfield Legacy Academy","School","Male","86.9%","22.1","70.5%","50.6%","18.1%","56.6%","Springfield - Springfield Legacy Academy"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","All Students","65%","36.1","94.7%","94.7%","68.4%","68.4%","Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","All Students","64.1%","55","95.2%","95.2%","71.4%","85.7%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Black or African American",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Black or African American",,,,,,,"Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Hispanic or Latino","65.6%","34.9","93.8%","93.8%","62.5%","62.5%","Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Hispanic or Latino","64.6%","57.3","100%","93.8%","68.8%","87.5%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","White",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","High Needs","63.9%","55","95%","95%","70%","85%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","High Needs","65%","35.9","94.4%","94.4%","66.7%","66.7%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","English Learners",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","English Learners",,,,,,,"Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Low Income","63.9%","55","95%","95%","70%","85%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Low Income","65%","35.9","94.4%","94.4%","66.7%","66.7%","Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Students with Disabilities","58%","53.9","87.5%","87.5%","75%","75%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Students with Disabilities","59.5%","43.5","100%","100%","83.3%","83.3%","Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Female","69.7%","50.3","100%","100%","66.7%","83.3%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Female","69.9%","29.5","83.3%","100%","50%","50%","Springfield - Springfield Middle School"
"2025","End of Year","02810000","Springfield","02810360","Springfield Middle School","School","Male","61.7%","56.9","93.3%","93.3%","73.3%","86.7%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810360","Springfield Middle School","School","Male","62.8%","39.2","100%","92.3%","76.9%","76.9%","Springfield - Springfield Middle School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","All Students","88.3%","12","40%","42.9%","20%","25.7%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","All Students","88.5%","18.4","60.5%","39.5%","15.8%","36.8%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Black or African American","93.3%","12","50%","16.7%","0%","33.3%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Black or African American","93.3%","7.5","33.3%","33.3%","0%","16.7%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Hispanic or Latino","85.5%","14.8","52.4%","57.1%","28.6%","33.3%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Hispanic or Latino","86%","22.4","73.9%","56.5%","21.7%","47.8%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","White",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","White",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","High Needs","88.3%","12","40%","42.9%","20%","25.7%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","High Needs","88.5%","18.4","60.5%","39.5%","15.8%","36.8%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","English Learners",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","English Learners",,,,,,,"Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Low Income","87.9%","19.1","62.9%","40%","17.1%","37.1%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Low Income","87.7%","12.5","40.6%","43.8%","21.9%","25%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Students with Disabilities","88.5%","18.8","62.2%","40.5%","16.2%","37.8%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Students with Disabilities","88.7%","12.3","40.6%","37.5%","15.6%","28.1%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Female","87.1%","19.7","66.7%","66.7%","16.7%","50%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Female","87.2%","12.2","66.7%","66.7%","16.7%","33.3%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Male","88.5%","12","34.5%","37.9%","20.7%","24.1%","Springfield - Springfield Public Day Elementary School"
"2025","End of Year","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","Male","88.8%","18.1","59.4%","34.4%","15.6%","34.4%","Springfield - Springfield Public Day Elementary School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","All Students","64.3%","37.7","90.6%","89.1%","64.1%","81.3%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","All Students","62.5%","60.1","91%","86.6%","65.7%","83.6%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Black or African American","76.3%","24.3","100%","100%","62.5%","100%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Black or African American","72.6%","44.3","100%","87.5%","62.5%","100%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Hispanic or Latino","64.2%","37.7","93.3%","93.3%","64.4%","82.2%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Hispanic or Latino","60.1%","63","93.8%","91.7%","70.8%","87.5%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Public Day High School"
